fileName;textureName;format;width;height;mipmapCount;rasterPosition;rasterSize;paletteFormat;palettePosition;paletteSize
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_telephone;indexed4;64;128;1;6c234;1000;rgba;6d284;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_ceiling02;indexed4;64;128;1;6d400;1000;rgba;6e450;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_1_newdoorB_PS2;indexed4;256;256;1;6e5d0;8000;rgba;76620;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_Door_Bar_PS2;indexed8;256;16;1;7679c;1000;rgba;777ec;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_frontdoor2_PS2Var;indexed8;256;256;1;77d10;10000;rgba;87d60;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_doubledoor2_PS2;indexed8;256;256;1;88280;10000;rgba;982d0;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_1_newdoorAWin_PS2;indexed8;256;256;1;987f4;10000;rgba;a8844;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall08_END2_PS2;indexed8;128;256;1;a8d68;8000;rgba;b0db8;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall07_END1_PS2;indexed8;128;256;1;b12dc;8000;rgba;b932c;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywallTOPENDS_PS2;indexed8;256;256;1;b9850;10000;rgba;c98a0;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywallTOP_Var_PS2;indexed8;256;256;1;c9dc4;10000;rgba;d9e14;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall06_VAR_PS2;indexed8;128;256;1;da338;8000;rgba;e2388;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_marbletile02;indexed4;64;128;1;e28a4;1000;rgba;e38f4;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywallTOP_PS2;indexed8;256;256;1;e3a74;10000;rgba;f3ac4;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall05_PS2;indexed8;128;256;1;f3fe4;8000;rgba;fc034;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall06_PS2;indexed8;128;256;1;fc554;8000;rgba;1045a4;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall07_PS2;indexed8;128;256;1;104ac4;8000;rgba;10cb14;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall08_PS2;indexed8;128;256;1;10d034;8000;rgba;115084;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_lobbywall01a;indexed4;64;128;1;1155a0;1000;rgba;1165f0;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_deskpanel01_PS2;indexed4;64;128;1;116770;1000;rgba;1177c0;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_LobbyDesktop;indexed4;256;64;1;11793c;2000;rgba;11998c;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_deskpanel02_PS2;indexed4;64;128;1;119b0c;1000;rgba;11ab5c;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_deskpanel03_PS2;indexed4;64;128;1;11acdc;1000;rgba;11bd2c;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_deskpanel04_PS2;indexed4;64;128;1;11beac;1000;rgba;11cefc;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_ceilingborder;indexed4;128;64;1;11d07c;1000;rgba;11e0cc;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_doortop1;indexed4;128;64;1;11e244;1000;rgba;11f294;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_doortop2;indexed4;64;64;1;11f40c;800;rgba;11fc5c;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_stoneborder;indexed4;128;64;1;11fdd8;1000;rgba;120e28;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_flooredgetile05;indexed4;128;64;1;120fa8;1000;rgba;121ff8;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;ho_informationsign;indexed4;128;64;1;122178;1000;rgba;1231c8;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;PS2_vending_Machine;indexed8;256;256;1;123348;10000;rgba;133398;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;PS_2_HO_Sofa2;indexed4;256;256;1;1338b4;8000;rgba;13b904;40
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;PS_2_HO_Telephone;indexed8;64;64;1;13ba84;1000;rgba;13cad4;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;FX_TV;indexed8;64;64;1;13cfe8;1000;rgba;13e038;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;FX_save_point1;indexed8;128;128;1;13e554;4000;rgba;1425a4;400
HO_1_KauffmansOffice_D-HO_E_Lobby.txd;HO_Map;indexed4;64;128;1;142ab8;1000;rgba;143b08;40
HO_1_KauffmansOffice_D.txd;FX_samae_blur;indexed8;32;64;1;11c;800;rgba;96c;400
HO_1_KauffmansOffice_D.txd;FX_samae;indexed4;128;256;1;e84;4000;rgba;4ed4;40
HO_1_KauffmansOffice_D.txd;flauros_end1;rgba;128;128;1;5050;10000;none;0;0
HO_1_KauffmansOffice_D.txd;flauros;rgba;128;128;1;15164;10000;none;0;0
HO_1_KauffmansOffice_D.txd;ho_lobbywall_lg_3_c;indexed4;256;64;1;25284;2000;rgba;272d4;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_J;indexed4;64;64;1;27450;800;rgba;27ca0;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_I;indexed4;64;64;1;27e1c;800;rgba;2866c;40
HO_1_KauffmansOffice_D.txd;HO_2_woodslats3_D;indexed4;64;128;1;287ec;1000;rgba;2983c;40
HO_1_KauffmansOffice_D.txd;HO_def_door01;indexed4;128;64;1;299b8;1000;rgba;2aa08;40
HO_1_KauffmansOffice_D.txd;HO_1_lobbywallSkin_d_RW_D;indexed4;64;128;1;2ab90;1000;rgba;2bbe0;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_G;indexed4;64;64;1;2bd5c;800;rgba;2c5ac;40
HO_1_KauffmansOffice_D.txd;HO_striplight_B;indexed4;64;128;1;2c728;1000;rgba;2d778;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_F;indexed4;64;64;1;2d8f4;800;rgba;2e144;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_H;indexed4;64;64;1;2e2c0;800;rgba;2eb10;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_E;indexed4;64;64;1;2ec8c;800;rgba;2f4dc;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_D;indexed4;64;64;1;2f658;800;rgba;2fea8;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_C;indexed4;64;64;1;30024;800;rgba;30874;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_B;indexed4;64;64;1;309f0;800;rgba;31240;40
HO_1_KauffmansOffice_D.txd;HO_floor_F_A;indexed4;64;64;1;313bc;800;rgba;31c0c;40
HO_1_KauffmansOffice_D.txd;HO_2_STRIP_D_PS2;indexed4;256;16;1;31d8c;800;rgba;325dc;40
HO_1_KauffmansOffice_D.txd;HO_1_ExamDor_D_PS2;indexed4;256;256;1;3275c;8000;rgba;3a7ac;40
HO_1_KauffmansOffice_D.txd;ho_lobbywall_lg_3_b_PS2;indexed4;256;256;1;3a930;8000;rgba;42980;40
HO_1_KauffmansOffice_D.txd;ho_lobbywall_lg_3_a_PS2;indexed4;256;256;1;42b04;8000;rgba;4ab54;40
HO_1_KauffmansOffice_D.txd;ho_frontdoor08_B;indexed4;128;64;1;4acd4;1000;rgba;4bd24;40
HO_1_KauffmansOffice_D.txd;ho_frontdoor08_A;indexed4;128;64;1;4bea4;1000;rgba;4cef4;40
HO_1_Lobby-HO_1_ExamRoom.txd;FX_Candle_Glow;indexed8;32;32;1;11c;400;rgba;56c;400
HO_1_Lobby-HO_1_ExamRoom.txd;x_ray;indexed8;64;128;1;a80;2000;rgba;2ad0;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_stomach;indexed8;64;128;1;2ff0;2000;rgba;5040;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_lungs;indexed8;128;128;1;555c;4000;rgba;95ac;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_liver;indexed8;128;128;1;9ac8;4000;rgba;db18;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_heart;indexed8;64;32;1;e034;800;rgba;e884;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_guts;indexed8;128;128;1;eda0;4000;rgba;12df0;400
HO_1_Lobby-HO_1_ExamRoom.txd;sho_doll_eyes;indexed8;32;64;1;1330c;800;rgba;13b5c;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Sheet;indexed4;64;128;1;14078;1000;rgba;150c8;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_body;indexed4;64;128;1;15244;1000;rgba;16294;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Innards;indexed4;64;128;1;16410;1000;rgba;17460;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Body_Env;indexed4;64;64;1;175e0;800;rgba;17e30;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_head;indexed4;128;64;1;17fac;1000;rgba;18ffc;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Liver;indexed4;128;128;1;19178;2000;rgba;1b1c8;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Lungs;indexed4;128;128;1;1b344;2000;rgba;1d394;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Heart;indexed8;64;128;1;1d510;2000;rgba;1f560;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Eye_Env;indexed4;32;32;1;1fa78;200;rgba;1fcc8;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Travis_Eye;indexed4;32;32;1;1fe44;200;rgba;20094;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Intestines;indexed4;128;128;1;20214;2000;rgba;22264;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Env;indexed4;64;64;1;223dc;800;rgba;22c2c;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_Doll_Stomach;indexed4;64;128;1;22da8;1000;rgba;23df8;40
HO_1_Lobby-HO_1_ExamRoom.txd;FX_Puddle;indexed8;32;32;1;23f70;400;rgba;243c0;400
HO_1_Lobby-HO_1_ExamRoom.txd;FX_Water_Ring_a;indexed8;32;32;1;248dc;400;rgba;24d2c;400
HO_1_Lobby-HO_1_ExamRoom.txd;FX_Blood_Drip_a;indexed8;16;128;1;25248;800;rgba;25a98;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_205TOP_PS2;indexed4;256;256;1;25fb4;8000;rgba;2e004;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_205ExamroomTOP_Var_PS2;indexed4;256;256;1;2e18c;8000;rgba;361dc;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_205_metal_door_PS2;indexed4;256;256;1;36360;8000;rgba;3e3b0;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_flooredgetile02;indexed4;64;64;1;3e530;800;rgba;3ed80;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_ExamroomTOPENDS_PS2;indexed8;256;256;1;3ef04;10000;rgba;4ef54;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_ExamroomTOP_Var_PS2;indexed8;256;256;1;4f478;10000;rgba;5f4c8;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_ExamroomTOP_PS2;indexed8;256;256;1;5f9e8;10000;rgba;6fa38;400
HO_1_Lobby-HO_1_ExamRoom.txd;ho_anatomy1;indexed4;64;128;1;6ff50;1000;rgba;70fa0;40
HO_1_Lobby-HO_1_ExamRoom.txd;ho_examroom_window;indexed4;64;128;1;71120;1000;rgba;72170;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_tileflooredgedrain_PS2;indexed8;128;64;1;722f8;2000;rgba;74348;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_floortile01_PS2;indexed8;128;128;1;74868;4000;rgba;788b8;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_walltile2_02_PS2;indexed8;128;256;1;78dd8;8000;rgba;80e28;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_walltile2_01_PS2;indexed8;128;256;1;81348;8000;rgba;89398;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_wallvent;indexed4;128;64;1;898b0;1000;rgba;8a900;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_ceilingborder2;indexed4;128;64;1;8aa80;1000;rgba;8bad0;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_tileflooredge2_PS2;indexed8;128;64;1;8bc54;2000;rgba;8dca4;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_tileflooredge_PS2;indexed8;128;64;1;8e1c8;2000;rgba;90218;400
HO_1_Lobby-HO_1_ExamRoom.txd;ho_anatomy2;indexed4;64;128;1;90730;1000;rgba;91780;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_2_205medicine_bottle;indexed8;64;64;1;91904;1000;rgba;92954;400
HO_1_Lobby-HO_1_ExamRoom.txd;HO_205ExamroomTOPENDS_PS2;indexed4;256;256;1;92e7c;8000;rgba;9aecc;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_handdrier;indexed4;128;128;1;9b048;2000;rgba;9d098;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Sink;indexed4;128;128;1;9d210;2000;rgba;9f260;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Swivel_chair;indexed4;128;256;1;9f3e0;4000;rgba;a3430;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Desk_lamp;indexed8;128;128;1;a35ac;4000;rgba;a75fc;400
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Ho_Desk;indexed4;128;256;1;a7b18;4000;rgba;abb68;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_blotter;indexed4;256;128;1;abce4;4000;rgba;afd34;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Monitor;indexed8;128;128;1;afeb0;4000;rgba;b3f00;400
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Curtain;indexed8;128;256;1;b441c;8000;rgba;bc46c;400
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Hosp_Sheet2;indexed4;256;256;1;bc98c;8000;rgba;c49dc;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Hosp_Sheet;indexed8;256;256;1;c4b58;10000;rgba;d4ba8;400
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_Books;indexed4;64;64;1;d50c0;800;rgba;d5910;40
HO_1_Lobby-HO_1_ExamRoom.txd;PS_2_HO_photos;indexed4;128;128;1;d5a8c;2000;rgba;d7adc;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_xray2;indexed4;128;64;1;d7c54;1000;rgba;d8ca4;40
HO_1_Lobby-HO_1_ExamRoom.txd;ho_xray1;indexed4;16;32;1;d8e1c;200;rgba;d906c;40
HO_1_Lobby-HO_1_ExamRoom.txd;OfficeFiles3;indexed4;64;64;1;d91e8;800;rgba;d9a38;40
HO_1_Lobby-HO_1_ExamRoom.txd;OfficeFiles1;indexed4;32;32;1;d9bb4;200;rgba;d9e04;40
HO_1_Lobby-HO_1_ExamRoom.txd;OfficeBookcase;indexed4;64;64;1;d9f80;800;rgba;da7d0;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_floortile02_PS2;indexed8;128;128;1;da950;4000;rgba;de9a0;400
HO_1_Lobby-HO_1_ExamRoom.txd;ho_tabletop1;indexed4;128;64;1;deebc;1000;rgba;dff0c;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_metal01;indexed4;64;128;1;e0084;1000;rgba;e10d4;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_doorhandle;indexed4;16;32;1;e1250;200;rgba;e14a0;40
HO_1_Lobby-HO_1_ExamRoom.txd;scalesSlider;indexed8;64;64;1;e161c;1000;rgba;e266c;400
HO_1_Lobby-HO_1_ExamRoom.txd;ho_crucifix;indexed4;64;32;1;e2b84;400;rgba;e2fd4;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_desk;indexed4;64;128;1;e3148;1000;rgba;e4198;40
HO_1_Lobby-HO_1_ExamRoom.txd;sofaend;indexed4;64;64;1;e430c;800;rgba;e4b5c;40
HO_1_Lobby-HO_1_ExamRoom.txd;HO_walltile02s;indexed4;128;64;1;e4cd8;1000;rgba;e5d28;40
HO_1_Lobby-HO_1_ExamRoom.txd;GreyAlpha_scalesSlider;indexed8;64;64;1;e5eac;1000;rgba;e6efc;400
HO_1_Lobby-HO_1_Hallway1.txd;HO_1_Stair_sign;indexed4;64;32;1;11c;400;rgba;56c;40
HO_1_Lobby-HO_1_Hallway1.txd;Ho_Dado1_PS2;indexed8;256;32;1;6e8;2000;rgba;2738;400
HO_1_Lobby-HO_1_Hallway1.txd;HO_frontdoor2_PS2;indexed8;256;512;1;2c58;20000;rgba;22ca8;400
HO_1_Lobby-HO_1_Hallway1.txd;HO_lobbywall01;indexed4;64;128;1;231c4;1000;rgba;24214;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_flooredgetile02;indexed4;64;64;1;24394;800;rgba;24be4;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_flooredgetile03;indexed4;64;64;1;24d64;800;rgba;255b4;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_flooredgetile04;indexed4;64;64;1;25734;800;rgba;25f84;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_cupboardwood2_PS2;indexed8;256;128;1;26108;8000;rgba;2e158;400
HO_1_Lobby-HO_1_Hallway1.txd;HO_formica;indexed4;64;128;1;2e670;1000;rgba;2f6c0;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_formica2;indexed4;64;128;1;2f838;1000;rgba;30888;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_1_toilet_signM;indexed4;64;64;1;30a08;800;rgba;31258;40
HO_1_Lobby-HO_1_Hallway1.txd;HO_1_newdoorA_PS2;indexed4;256;256;1;313d8;8000;rgba;39428;40
HO_1_Lobby.txd;HO_paperstack;indexed4;128;64;1;11c;1000;rgba;116c;40
HO_1_Lobby.txd;HO_cupboardwood2;indexed4;128;64;1;12ec;1000;rgba;233c;40
HO_1_Lobby.txd;HO_cupboardwood;indexed4;128;64;1;24b8;1000;rgba;3508;40
HO_1_Lobby.txd;ho_bin;indexed4;64;128;1;367c;1000;rgba;46cc;40
HO_1_Lobby.txd;HO_ceiling01;indexed4;64;128;1;4848;1000;rgba;5898;40
HO_1_Lobby.txd;HO_striplight;indexed4;64;128;1;5a14;1000;rgba;6a64;40
HO_1_Lobby.txd;HO_Health_Poster;indexed4;64;128;1;6be4;1000;rgba;7c34;40
HO_1_Lobby.txd;ho_posters2;indexed4;64;128;1;7dac;1000;rgba;8dfc;40
HO_1_Lobby.txd;ho_posters1;indexed4;64;128;1;8f74;1000;rgba;9fc4;40
HO_1_Lobby.txd;ho_phonebook;indexed4;64;64;1;a140;800;rgba;a990;40
HO_1_Lobby.txd;HO_magazinecovers;indexed4;128;64;1;ab10;1000;rgba;bb60;40
HO_1_Lobby.txd;ho_cabinet4;indexed4;64;128;1;bcd8;1000;rgba;cd28;40
HO_1_Lobby.txd;HO_flooredgetile_PS2;indexed8;512;128;1;ceac;10000;rgba;1cefc;400
HO_1_Lobby.txd;HO_marbletile01;indexed4;64;128;1;1d418;1000;rgba;1e468;40
HO_1_Lobby.txd;HO_1_examroom_sign;indexed4;64;32;1;1e5e8;400;rgba;1ea38;40
HO_1_Lobby.txd;PS_2_medical_cabinet;indexed4;128;128;1;1ebbc;2000;rgba;20c0c;40
HO_1_Lobby.txd;PS_2_litter_bin;indexed8;128;128;1;20d88;4000;rgba;24dd8;400
HO_1_Lobby.txd;PS_2_Oxygen;indexed8;128;128;1;252f0;4000;rgba;29340;400
HO_1_Lobby.txd;PS_2_Pinboard;indexed8;256;256;1;2985c;10000;rgba;398ac;400
HO_1_Lobby.txd;PS_2_Table;indexed4;128;128;1;39dc4;2000;rgba;3be14;40
HO_1_Lobby.txd;PS_2_Filingcabinet;indexed8;256;256;1;3bf94;10000;rgba;4bfe4;400
HO_1_Lobby.txd;PS_2_Medi_Box;indexed4;256;256;1;4c500;8000;rgba;54550;40
HO_1_Lobby.txd;PS_2_Trolley;indexed4;128;128;1;546cc;2000;rgba;5671c;40
HO_1_Lobby.txd;PS_2_Papers;indexed8;128;64;1;56894;2000;rgba;588e4;400
HO_1_Lobby.txd;PS_2_Shelf;indexed4;128;128;1;58dfc;2000;rgba;5ae4c;40
HO_1_Lobby.txd;PS_2_files;indexed8;128;128;1;5afc4;4000;rgba;5f014;400
HO_1_Lobby.txd;PS_2_Telephone;indexed4;32;64;1;5f530;400;rgba;5f980;40
HO_1_Lobby.txd;PS_2_Telephone2;indexed8;128;128;1;5fafc;4000;rgba;63b4c;400
HO_1_Lobby.txd;PS_2_Benchseat;indexed4;256;256;1;64068;8000;rgba;6c0b8;40
HO_1_Lobby.txd;HO_telephone;indexed4;64;128;1;6c234;1000;rgba;6d284;40
HO_1_Lobby.txd;HO_ceiling02;indexed4;64;128;1;6d400;1000;rgba;6e450;40
HO_1_Lobby.txd;HO_1_newdoorB_PS2;indexed4;256;256;1;6e5d0;8000;rgba;76620;40
HO_1_Lobby.txd;HO_Door_Bar_PS2;indexed8;256;16;1;7679c;1000;rgba;777ec;400
HO_1_Lobby.txd;HO_frontdoor2_PS2Var;indexed8;256;256;1;77d10;10000;rgba;87d60;400
HO_1_Lobby.txd;HO_doubledoor2_PS2;indexed8;256;256;1;88280;10000;rgba;982d0;400
HO_1_Lobby.txd;HO_1_newdoorAWin_PS2;indexed8;256;256;1;987f4;10000;rgba;a8844;400
HO_1_Lobby.txd;HO_lobbywall08_END2_PS2;indexed8;128;256;1;a8d68;8000;rgba;b0db8;400
HO_1_Lobby.txd;HO_lobbywall07_END1_PS2;indexed8;128;256;1;b12dc;8000;rgba;b932c;400
HO_1_Lobby.txd;HO_lobbywallTOPENDS_PS2;indexed8;256;256;1;b9850;10000;rgba;c98a0;400
HO_1_Lobby.txd;HO_lobbywallTOP_Var_PS2;indexed8;256;256;1;c9dc4;10000;rgba;d9e14;400
HO_1_Lobby.txd;HO_lobbywall06_VAR_PS2;indexed8;128;256;1;da338;8000;rgba;e2388;400
HO_1_Lobby.txd;HO_marbletile02;indexed4;64;128;1;e28a4;1000;rgba;e38f4;40
HO_1_Lobby.txd;HO_lobbywallTOP_PS2;indexed8;256;256;1;e3a74;10000;rgba;f3ac4;400
HO_1_Lobby.txd;HO_lobbywall05_PS2;indexed8;128;256;1;f3fe4;8000;rgba;fc034;400
HO_1_Lobby.txd;HO_lobbywall06_PS2;indexed8;128;256;1;fc554;8000;rgba;1045a4;400
HO_1_Lobby.txd;HO_lobbywall07_PS2;indexed8;128;256;1;104ac4;8000;rgba;10cb14;400
HO_1_Lobby.txd;HO_lobbywall08_PS2;indexed8;128;256;1;10d034;8000;rgba;115084;400
HO_1_Lobby.txd;HO_lobbywall01a;indexed4;64;128;1;1155a0;1000;rgba;1165f0;40
HO_1_Lobby.txd;HO_deskpanel01_PS2;indexed4;64;128;1;116770;1000;rgba;1177c0;40
HO_1_Lobby.txd;HO_LobbyDesktop;indexed4;256;64;1;11793c;2000;rgba;11998c;40
HO_1_Lobby.txd;HO_deskpanel02_PS2;indexed4;64;128;1;119b0c;1000;rgba;11ab5c;40
HO_1_Lobby.txd;HO_deskpanel03_PS2;indexed4;64;128;1;11acdc;1000;rgba;11bd2c;40
HO_1_Lobby.txd;HO_deskpanel04_PS2;indexed4;64;128;1;11beac;1000;rgba;11cefc;40
HO_1_Lobby.txd;HO_ceilingborder;indexed4;128;64;1;11d07c;1000;rgba;11e0cc;40
HO_1_Lobby.txd;HO_doortop1;indexed4;128;64;1;11e244;1000;rgba;11f294;40
HO_1_Lobby.txd;HO_doortop2;indexed4;64;64;1;11f40c;800;rgba;11fc5c;40
HO_1_Lobby.txd;HO_stoneborder;indexed4;128;64;1;11fdd8;1000;rgba;120e28;40
HO_1_Lobby.txd;HO_flooredgetile05;indexed4;128;64;1;120fa8;1000;rgba;121ff8;40
HO_1_Lobby.txd;ho_informationsign;indexed4;128;64;1;122178;1000;rgba;1231c8;40
HO_1_Lobby.txd;PS2_vending_Machine;indexed8;256;256;1;123348;10000;rgba;133398;400
HO_1_Lobby.txd;PS_2_HO_Sofa2;indexed4;256;256;1;1338b4;8000;rgba;13b904;40
HO_1_Lobby.txd;PS_2_HO_Telephone;indexed8;64;64;1;13ba84;1000;rgba;13cad4;400
HO_1_Lobby.txd;HO_Map;indexed4;64;128;1;13cfe8;1000;rgba;13e038;40
HO_1_Lobby.txd;FX_TV;indexed8;64;64;1;13e1ac;1000;rgba;13f1fc;400
HO_1_Lobby.txd;FX_smoke_Dahlia_a;indexed8;32;32;1;13f71c;400;rgba;13fb6c;400
HO_1_Lobby.txd;FX_TV_Screen;indexed8;32;128;1;140088;1000;rgba;1410d8;400
HO_1_Lobby.txd;FX_save_point1;indexed8;128;128;1;1415f4;4000;rgba;145644;400
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_2_girder02_D;indexed4;64;128;1;11c;1000;rgba;116c;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;ho_1_deadbody_02;indexed4;64;128;1;12ec;1000;rgba;233c;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_1_ExamDor_D_PS2;indexed4;256;256;1;24bc;8000;rgba;a50c;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_floor_F_B;indexed4;64;64;1;a688;800;rgba;aed8;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_floor_F_H;indexed4;64;64;1;b054;800;rgba;b8a4;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_floor_F_I;indexed4;64;64;1;ba20;800;rgba;c270;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_floor_F_J;indexed4;64;64;1;c3ec;800;rgba;cc3c;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_floor_F_G;indexed4;64;64;1;cdb8;800;rgba;d608;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_officewallLGD_corner2_PS2;indexed4;256;256;1;d794;8000;rgba;157e4;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;ho_1_deadbodyface;indexed4;64;128;1;15964;1000;rgba;169b4;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_officewallLGD_1aV;indexed4;256;64;1;16b38;2000;rgba;18b88;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_1_examroomcurtain1d_D_PS2;indexed4;64;256;1;18d14;2000;rgba;1ad64;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_officewallLGD_2b;indexed4;256;64;1;1aee4;2000;rgba;1cf34;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_officewallLGD_1b;indexed4;256;64;1;1d0b4;2000;rgba;1f104;40
HO_1_Lobby_D-HO_1_ExamRoom_D.txd;HO_officewallLGD_2a;indexed4;256;64;1;1f284;2000;rgba;212d4;40
